form	match_type	count	candidate_lemmas	sample_context	resolved_lemma	confidence	note
newkomen	unmatched	7		gerichte des newkomen vnd des			
waisen	unmatched	7		vnd des waisen Noch nicht			
ostnischen	unmatched	7		in dem ostnischen teile der			
vorheusern	unmatched	7		mit iren vorheusern ouf dem			
gestift	ambiguous	6	lemma_2256|lemma_5771	stiftet dise gestift Czu lobe			
heren	ambiguous	6	lemma_10833|lemma_2682|lemma_2684|lemma_2761|lemma_5454	der werden heren Das sie			
arbeite	ambiguous	6	lemma_269|lemma_270	er das arbeite vnd sein			
sal	ambiguous	6	lemma_21131|lemma_25330|lemma_5066|lemma_5608	vnd bozes sal tu nicht			
arbeiten	ambiguous	6	lemma_269|lemma_270	du sie arbeiten wirst GENESIS			
nevnhundert	unmatched	6		alle tage nevnhundert vnd czwelf			
vormeiligt	unmatched	6		svne vnd vormeiligt was aber			
sulln	unmatched	6		aus yeclichem sulln y̆ngeen mit			
houfe	unmatched	6		trage zu houfe bei dich			
UII	unmatched	6		in speise UII CAPITULUM dorumb			
gesinden	ambiguous	6	lemma_2225|lemma_2226	noch iren gesinden in iren			
anevank	unmatched	6		Aber der anevank seines reiches			
gereicht	unmatched	6		Ich hab gereicht ausgenomen des			
geperen	unmatched	6		vnd wirst geperen einen svn			
wachsende	unmatched	6		machen dich wachsende grŏslich vnd			
seuche	unmatched	6		vorgangen die seuche die lachte			
vorlisen	unmatched	6		wiltu so vorlisen den gerechten			
grŏsten	unmatched	6		zu dem grŏsten also das			
mynnern	unmatched	6		zu der mynnern Unser vater			
erstgebornen	unmatched	6		ouf deinen erstgebornen svn den			
czeigen	unmatched	6		dir wil czeigen Dorumbe stund			
vorchtest	unmatched	6		du got vorchtest vnd hast			
grabe	ambiguous	6	lemma_2479|lemma_2483|lemma_2486|lemma_2500	in seinem grabe begrebst du			
gegenworticheit	unmatched	6		in der gegenworticheit der kinder			
ŏrringe	unmatched	6		czwen guldein ŏrringe die wugen			
gevellet	ambiguous	6	lemma_2292|lemma_6792	ein anders gevellet so saget			
Czeuch	unmatched	6		sprach C Czeuch von vns			
gruben	ambiguous	6	lemma_2486|lemma_2546	Und sie gruben an der			
vluchet	unmatched	6		Der dir vluchet der sei			
alraunen	unmatched	6		vnd vant alraunen die brachte			
malen	ambiguous	6	lemma_3907|lemma_3908|lemma_3932|lemma_3955|lemma_48083	czu czehen malen meinen lone			
wegis	unmatched	6		geverte deines wegis Und sprach			
tote	ambiguous	6	lemma_16978|lemma_6118|lemma_6133|lemma_79808	sprach Nicht tote wir seine			
dorous	unmatched	6		vnd sach dorous essen die			
veiste	unmatched	6		ochssen gar veiste vnd giengen			
vorkoufe	unmatched	6		gehort man vorkoufe weicz zu			
weicz	unmatched	6		man vorkoufe weicz zu Czihet			
gevenknusse	unmatched	6		in dem gevenknusse bis ich			
slach	ambiguous	6	lemma_5521|lemma_5525	heim vnd slach vich vnd			
esiln	unmatched	6		futer iren esiln Und sie			
brustil	unmatched	6		segen der brustil vnd der			
gerufet	unmatched	6		hat vns gerufet Geen werde			
be	ambiguous	6	lemma_415|lemma_678	vnser herre be suchet hette			
nichtenicht	unmatched	6		sprecht Mit nichtenicht gebt in			
clouben	unmatched	6		geen vnd clouben stuppil vnd			
gepflaget	unmatched	6		worumb hastu gepflaget dein volk			
dienest	ambiguous	6	lemma_1145|lemma_1146	ous dem dienest Und wil			
leuitischen	unmatched	6		fursten des leuitischen gesindes durch			
Morgen	ambiguous	6	lemma_1778|lemma_4201	Der antworte Morgen Und Noch			
knechtels	unmatched	6		herren alle knechtels geslechte das			
reitenden	unmatched	6		in seinen reitenden Vnd der			
vorczert	unmatched	6		arbeit wirstu vorczert du vnd			
Steig	ambiguous	6	lemma_24062|lemma_5760|lemma_5763	zu im Steig hin abe			
czan	unmatched	6		vmb ouge czan vmbe czan			
gegenwortig	unmatched	6		herre nicht gegenwortig ist betwungen			
vorczihen	unmatched	6		euch wirt vorczihen vnd wirt			
salben	ambiguous	6	lemma_5069|lemma_5385|lemma_67911	wurcze zu salben vnd thymiamischen			
oniknien	unmatched	6		ruches vnd oniknien steine zu			
nvs	unmatched	6		sam ein nvs an einen			
centner	unmatched	6		haben einen centner reines goldes			
geverbten	unmatched	6		von iacincte geverbten heuten Mache			
gebleichet	unmatched	6		leineim czwir gebleichet mit genetem			
behaldende	unmatched	6		doum elen behaldende vnd drei			
leineine	unmatched	6		svnen mache leineine rokke vnd			
weihen	unmatched	6		hende saltu weihen vnd heilige			
endliste	unmatched	6		ouf das endliste teil der			
tires	unmatched	6		meines opfer tires noch bleibe			
fugte	unmatched	6		funf vmmehenge fugte her zu			
giessende	unmatched	6		vorgulte her giessende in silbereine			
tousenten	unmatched	6		von dreien tousenten vnd sechs			
granat	ambiguous	6	lemma_16226|lemma_2481	den fuzen granat ŏpfil gemacht			
ICUS	unmatched	6		alter gegen ICUS osten wert			
vorbruen	unmatched	6		purge vnd vorbruen als das			
vorbindet	unmatched	6		gutes vnd vorbindet das mit			
abscheidunge	unmatched	6		schulder der abscheidunge habe ich			
schupen	unmatched	6		vnd ł schupen also wol			
vorsliesse	unmatched	6		varbe so vorsliesse in der			
gelust	ambiguous	6	lemma_2084|lemma_2085	samen der gelust der wasche			
gelegen	ambiguous	6	lemma_2055|lemma_3674|lemma_3770	her hat gelegen sol gewaschen			
meilige	unmatched	6		dich nicht meilige Uon deinem			
vnmenschlichkeit	unmatched	6		ist ein vnmenschlichkeit Mit allem			
funfczehenden	unmatched	6		an dem funfczehenden tage des			
veierlich	unmatched	6		sein gar veierlich vnd heilig			
povme	unmatched	6		noch die povme werden nicht			
geczeugen	unmatched	6		mag mit geczeugen Wenne sie			
stakten	unmatched	6		vnsers herren stakten sie die			
neigen	ambiguous	6	lemma_4326|lemma_4349	wir vns neigen in die			
vorstete	unmatched	6		vnd ire vorstete in dem			
vluchtigen	unmatched	6		beschirmvnge den vluchtigen die do			
vleissiclich	unmatched	6		d dich vleissiclich das du			
lest	ambiguous	5	lemma_3567|lemma_3643|lemma_3720	die sich lest intrewen schowen			
ioch	ambiguous	5	lemma_18264|lemma_3133	tagen Dein ioch also muzzent			
var	ambiguous	5	lemma_6726|lemma_6761|lemma_6764|lemma_6765	allen wider var Des helfe			
kinden	ambiguous	5	lemma_3313|lemma_3538	Allen gotes kinden Die sich			
strase	unmatched	5		des himels strase die got			
besten	ambiguous	5	lemma_594|lemma_597	fruntlich Der besten abentewer hort			
czunge	unmatched	5		In deutsche czunge v­ vnd			
geslechte;	unmatched	5		noch seinem geslechte; vich vnd			
geschepfet	unmatched	5		als sie geschepfet sint an			
hiesse	unmatched	5		er sie hiesse Und alles			
bovmen	unmatched	5		von allen bovmen Der antwort			
holczes	unmatched	5		mitte des holczes des paradises			
lagen	ambiguous	5	lemma_15339|lemma_3770	w wirdest lagen irem trit			
trit	ambiguous	5	lemma_6188|lemma_6211	lagen irem trit Und zv			
geczelten	ambiguous	5	lemma_2361|lemma_7795	wonten in geczelten vnd ouch			
gepar	ambiguous	5	lemma_1953|lemma_1964	vnd er gepar d dreihundert			
bedackt	unmatched	5		ł Und bedackt wurden alle			
UIII	unmatched	5		hundert tage UIII CAPITULUM GOt			
vorpoten	unmatched	5		wolken Und vorpoten wurden die			
meneden	unmatched	5		den czehenden meneden wenne in			
rackte	unmatched	5		Und er rackte aus sein			
nen	ambiguous	5	lemma_4301|lemma_4331	tragende ei¬ nen holczweig mit			
ware	ambiguous	5	lemma_7338|lemma_7505	Und vor ware ł vnd			
krieg	ambiguous	5	lemma_3462|lemma_3465	do von krieg vnder den			
geest	unmatched	5		lincken hant geest so wil			
virczehenden	unmatched	5		in dem virczehenden iare quam			
iagte	unmatched	5		sie vnd iagte sie bis			
XU	unmatched	5		teil CAPITULUM XU DO dicz			
DO	ambiguous	5	lemma_1055|lemma_1180|lemma_1242|lemma_4445	CAPITULUM XU DO dicz also			
benvmet	unmatched	5		einer gerechticheit benvmet Und her			
gewissen	ambiguous	5	lemma_2349|lemma_2352	mag ich gewissen das ich			
wanne	ambiguous	5	lemma_5933|lemma_9209	du mait wanne kvmestu oder			
stecken	ambiguous	5	lemma_5737|lemma_5738	wirt er stecken sein geczelt			
XUII	unmatched	5		geperte CAPITULUM XUII DOrnach vorwar			
besneiden	unmatched	5		knechtel vnd besneiden sult ir			
schame	ambiguous	5	lemma_5166|lemma_5170	SIS ewer schame so das			
nahent	ambiguous	5	lemma_4281|lemma_4290	drei man nahent bei im			
meles	unmatched	5		maz semel meles vnd mache			
alders	ambiguous	5	lemma_155|lemma_160	wol volvarnes alders Und was			
vortragen	unmatched	5		wiltu nicht vortragen der stat			
vortilge	unmatched	5		sprach Ich vortilge ir nicht			
wŏllet	unmatched	5		ir do wŏllet nvr alleine			
enczvnten	unmatched	5		einem gancz enczvnten opfer ouf			
ner	ambiguous	5	lemma_19555|lemma_4335	e GENE ner stymme Und			
ackers	ambiguous	5	lemma_51|lemma_54	teil seines ackers Und gebe			
hienk	unmatched	5		horte do hienk her an			
czwiualdigen	unmatched	5		in der czwiualdigen gruft die			
Lege	ambiguous	5	lemma_3674|lemma_3770	er hette Lege deine hant			
furest	unmatched	5		icht etwenne furest meinen svn			
camel	unmatched	5		brachte czehen camel von der			
arm	ambiguous	5	lemma_285|lemma_286	ouf den arm vnd gab			
Sage	ambiguous	5	lemma_5061|lemma_51510	bistu ̃ Sage mir ist			
vel	ambiguous	5	lemma_6790|lemma_7075	ein rouhes vel vnd des			
gekochte	unmatched	5		dem roten gekochte wenne ich			
wen	ambiguous	5	lemma_5933|lemma_5961|lemma_7355|lemma_7385|lemma_7427	mechtiger worden wen ESIS ne			
erstgeborne	unmatched	5		svn der erstgeborne Und erschrak			
gesegenst	unmatched	5		das du gesegenst Und do			
fleckecht	unmatched	5		rot vnd fleckecht vnd mancherlei			
knechtlein	unmatched	5		sich alle knechtlein das sie			
schult	ambiguous	5	lemma_5332|lemma_5608	Ŭmb was schult oder vmb			
housrat	unmatched	5		alle meinen housrat Was hastu			
vordrist	unmatched	5		kinder zu vordrist vorwar vnd			
leget	ambiguous	5	lemma_3674|lemma_3770	housvrowen vnd leget czu samen			
erst	ambiguous	5	lemma_1281|lemma_1288|lemma_57649|lemma_8470	kinder der erst geborne svn			
weiden	unmatched	5		Deine bruder weiden die schaf			
suchte	ambiguous	5	lemma_5871|lemma_5903	was er suchte Und her			
vorkoufen	unmatched	5		besser wir vorkoufen in den			
gelobist	unmatched	5		du mir gelobist Do sprach			
rissen	unmatched	5		ist zu rissen durch dich			
seideinen	unmatched	5		einem sneweissen seideinen gewande vnd			
haldende	unmatched	5		die gabe haldende sie in			
suchest	unmatched	5		das du suchest der sterbe			
glich	ambiguous	5	lemma_2065|lemma_2066	das meyn glich nicht en			
dei	ambiguous	5	lemma_10178|lemma_1139	die sunde dei ner knechte			
vorkoufunge	unmatched	5		von der vorkoufunge des getreides			
Scribat	unmatched	5		das sein Scribat Genesis Genesis			
gepeutet	unmatched	5		die czigel gepeutet man ł			
vorwandilt	unmatched	5		die wurden vorwandilt in trachin			
croten	unmatched	5		fur ous croten ouf die			
wanczen	unmatched	5		so sint wanczen in aller			
sowerteig	unmatched	5		sol nicht sowerteig sein in			
ouslendiger	unmatched	5		Ein yclicher ouslendiger isset nicht			
pilgereimet	unmatched	5		bei euch pilgereimet Und die			
volgende	unmatched	5		Und noch volgende czogen ein			
wache	ambiguous	5	lemma_345|lemma_7345|lemma_7346	komen die wache der mettenczeit			
XUI	unmatched	5		di wasser XUI CAPITULUM Und			
wuste	ambiguous	5	lemma_7672|lemma_7704|lemma_7705	gegen der wuste nunge Und			
gepitunge	unmatched	5		volbrengen die gepitunge vnsers herren			
czorniger	unmatched	5		got ein czorniger der do			
czwiualdig	unmatched	5		gebe das czwiualdig wider Ist			
gefuren	unmatched	5		zu mag gefuren vnd ir			
besee	unmatched	5		Sechs iar besee deinen acker			
hare	ambiguous	5	lemma_18113|lemma_2590|lemma_2761|lemma_2762	leinein czigen hare vnd rot			
sethimischen	unmatched	5		machen von sethimischen holcze vnd			
vmbhenge	unmatched	5		enden der vmbhenge das man			
fuge	ambiguous	5	lemma_7282|lemma_7316	Ous den fuge funf zu			
ŏrl	unmatched	5		vnd funfczig ŏrl oder slingel			
vbirdecken	unmatched	5		in den vbirdecken die do			
furhank	unmatched	5		ouch einen furhank von seideinen			
henge	ambiguous	5	lemma_2588|lemma_2758	geworcht den henge vor vier			
korp	unmatched	5		in einen korp vnd opfer			
thimiamisch	unmatched	5		enczunden das thimiamisch puluer aus			
hŏrner	unmatched	5		hŏe vnd hŏrner sullen von			
vorhange	unmatched	5		gegen dem vorhange der do			
andre	ambiguous	5	lemma_204|lemma_21581	machet kein andre Unde welcher			
gegossens	unmatched	5		in ein gegossens kalp Und			
friedes	unmatched	5		geczelt des friedes Und alles			
vorsaczes	unmatched	5		broten des vorsaczes Ein leuchter			
mittages	unmatched	5		teile des mittages gegen czudin			
gewurmeltem	unmatched	5		vnd von gewurmeltem vnd von			
scoten	unmatched	5		vnd sibenczig scoten machte her			
ousvart	unmatched	5		buch der ousvart von das			
LEUI	unmatched	5		das buch LEUI der priesterschaft			
TICUS	unmatched	5		das kalp TICUS vor vnserm			
LEUIT	unmatched	5		den nir LEUIT lein Und			
czige	unmatched	5		das ein czige ist sein			
vogiln	unmatched	5		wol von vogiln als von			
tŏtte	unmatched	5		gelegt do tŏtte er das			
vlossen	unmatched	5		do hat vlossen vnd ł			
totis	unmatched	5		vnd ir totis sult ir			
levitici	unmatched	5		erden xii levitici LEUITICUS wirt			
vlusse	unmatched	5		von dem vlusse ires blutes			
cedrein	unmatched	5		sint vnd cedrein holcz vnd			
sechster	unmatched	5		Und einen sechster oles Und			
speisen	unmatched	5		seinen opfer speisen Das ist			
vorgebunge	unmatched	5		ewerr svnden vorgebunge vnd reinigunge			
nevkomen	unmatched	5		von den nevkomen di do			
funfczigste	unmatched	5		soltu das funfczigste iare vnd			
abtgote	unmatched	5		euch kein abtgote noch kein			
achtunge	unmatched	5		vnd noch achtunge nicht mag			
NUMERI	unmatched	5		dem menschen NUMERI PRIMUS LIBRUM			
czalte	unmatched	5		vber der czalte sie als			
funfczigsten	unmatched	5		zu dem funfczigsten iare aller			
iacincteinen	unmatched	5		den ganczen iacincteinen mantil vnd			
vorvluchten	unmatched	5		geen die vorvluchten wasser in			
te	ambiguous	5	lemma_10178|lemma_16464|lemma_7770	gewich NUM te des heiligtumes			
silbereines	unmatched	5		scot ein silbereines trinkvas behaldende			
widersagunge	unmatched	5		wasser der widersagunge do krigten			
vacht	ambiguous	5	lemma_6722|lemma_6784	der speher vacht her wider			
gepowet	unmatched	5		dan zu gepowet werde die			
richticlichen	unmatched	5		sult ir richticlichen halden vnd			
gemowerten	unmatched	5		kindern die gemowerten stete Wir			
poslich	unmatched	5		wenne iene poslich haben getan			
westnischen	unmatched	5		zu dem westnischen mer werden			
nordnischen	unmatched	5		in dem nordnischen teile der			
mageschefte	unmatched	5		durch ire mageschefte stete vnd			
hand	ambiguous	4	lemma_2598|lemma_2640	bit keiner hand geticht t			
lop	ambiguous	4	lemma_3830|lemma_3849	meren Das lop deiner eren			
lieben	ambiguous	4	lemma_3756|lemma_3765	Czu diser lieben abenttewer Dem			
lobe	ambiguous	4	lemma_3830|lemma_3849	gestift Czu lobe deiner heilicheit			
sagen	ambiguous	4	lemma_5061|lemma_5366	ł wolde sagen Der muste			
vorkeren	unmatched	4		PROLOGUS gar vorkeren Also wil			
Im	ambiguous	4	lemma_10734|lemma_1517|lemma_1762	den kvnig Im roten mere			
enpfant	ambiguous	4	lemma_1436|lemma_1438	diser not enpfant PROLOGUS Seiner			
Et	ambiguous	4	lemma_1323|lemma_1732|lemma_1762	Fiat lux Et facta est			
entsprussen	unmatched	4		der ekker entsprussen Vnd e			
beste	ambiguous	4	lemma_594|lemma_597	das allir beste golt Und			
kvnst	unmatched	4		holcze der kvnst gutes vnd			
bozes	unmatched	4		gutes vnd bozes sal tu			
wibe	ambiguous	4	lemma_7430|lemma_7534	czu dem wibe worumb hastu			
enpfenknusse	unmatched	4		vnd deine enpfenknusse In wetagen			
bŏses	unmatched	4		gutes vnd bŏses Dorvmbe nv			
vordristen	unmatched	4		von den vordristen seiner hert			
gerechter	unmatched	4		ein g gerechter vnd ein			
dovme	unmatched	4		in einer dovme elen saltu			
yeclichem	unmatched	4		Czwei aus yeclichem sulln y̆ngeen			
vorn	ambiguous	4	lemma_7205|lemma_79568	dorinne do vorn U Und			
raben	ambiguous	4	lemma_12322|lemma_12435	aus den raben Der fur			
czweinczigisten	unmatched	4		siben vnd czweinczigisten tage des			
susicheit	unmatched	4		ruch der susicheit vnd sprach			
sibenczick	unmatched	4		Und lebte sibenczick iare vnd			
gewonen	ambiguous	4	lemma_2348|lemma_2353	mochten nicht gewonen bei ein			
vlohen	unmatched	4		bliben die vlohen vf die			
egiptische	unmatched	4		c GENE egiptische meit die			
Unde	ambiguous	4	lemma_2570|lemma_6413|lemma_6467|lemma_6471	einer hausvrowen Unde her gieng			
vorsmehte	unmatched	4		hette do vorsmehte sie ire			
wander	ambiguous	4	lemma_18635|lemma_9000	almechtiger got wander vor mir			
setczen	unmatched	4		ich wil setczen meinen frid			
gepere	ambiguous	4	lemma_1953|lemma_1964	iar alt gepere Und sprach			
gesprochn	unmatched	4		das er gesprochn hat Und			
gene	unmatched	4		pflagen wenne gene Und taten			
santen	ambiguous	4	lemma_5109|lemma_5396	czwene man santen ire gewalt			
halt	ambiguous	4	lemma_2628|lemma_2629|lemma_2743	kint vnd halt sein hant			
vorsuchte	unmatched	4		geschach do vorsuchte got vnde			
furt	ambiguous	4	lemma_39708|lemma_6761|lemma_7283|lemma_7324	esil vnd furt mit im			
sant	ambiguous	4	lemma_18884|lemma_5090|lemma_5107|lemma_5396|lemma_79089	als den sant der do			
czwiualdige	unmatched	4		gebe die czwiualdige gruft die			
hŏrest	unmatched	4		du mich hŏrest Ich wil			
vmbringe	unmatched	4		in dem vmbringe abraamen zu			
hol	ambiguous	4	lemma_2889|lemma_2890	vnd das hol dorinne zu			
ouswendig	unmatched	4		het gestalt ouswendig der stat			
schapfte	unmatched	4		sie wasser schapfte vnd schapfte			
Wes	ambiguous	4	lemma_5941|lemma_5961	zu ir Wes tochter bistu			
vorstopfet	unmatched	4		do hetten vorstopfet etwenne die			
grosern	unmatched	4		svne dem grosern Und sprach			
werd	ambiguous	4	lemma_7489|lemma_7500|lemma_9266	segent der werd mit segen			
werdest	ambiguous	4	lemma_7489|lemma_7500	das du werdest zu vil			
rasten	ambiguous	4	lemma_4810|lemma_4811	wolde doran rasten noch der			
kvndigte	unmatched	4		endlich vnd kvndigte das irem			
entkegen	unmatched	4		er im entkegen vnd vil			
lip	ambiguous	4	lemma_3738|lemma_3765	Die hette lip vnd sprach			
enpfienk	unmatched	4		Und die enpfienk vnd geperte			
weiczes	unmatched	4		snite des weiczes ouf den			
geneme	ambiguous	4	lemma_2115|lemma_4330	habe das geneme das du			
bitest	ambiguous	4	lemma_687|lemma_722	das du bitest Und sunderte			
Worvmbe	unmatched	4		sprach zu Worvmbe hastu also			
czweinczik	unmatched	4		ich dorumbe czweinczik iar gewesen			
gepilgereimet	unmatched	4		hab ich gepilgereimet vnd bin			
svnderte	unmatched	4		geslief do svnderte er ous			
michels	ambiguous	4	lemma_4117|lemma_4118	starck gewesen michels mere wirdestu			
Worczu	unmatched	4		Er antworte Worczu suchestu meinen			
wŏllen	unmatched	4		sprach Was wŏllen dise vrowen			
gebet	ambiguous	4	lemma_1961|lemma_1965	nvr alleine gebet mir die			
wŏlt	unmatched	4		euch nicht wŏlt besneiden so			
Stet	ambiguous	4	lemma_5710|lemma_5713|lemma_5732	ewer gewant Stet ouf vnd			
erschreksal	unmatched	4		begreiffe das erschreksal gotes die			
boze	ambiguous	4	lemma_71829|lemma_788	vmb eine boze svnde gegen			
alde	ambiguous	4	lemma_117|lemma_155|lemma_21980	in ein alde cistern vnd			
bant	ambiguous	4	lemma_375|lemma_376|lemma_709	an die bant im die			
